data_path,label
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_56.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_57.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_58.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_59.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_6.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_60.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_61.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_62.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_63.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_64.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_65.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_66.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_67.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_68.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_69.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_7.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_70.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_71.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_72.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_73.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_74.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_75.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_76.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_77.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_78.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_79.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_8.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_80.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_81.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_82.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_83.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_84.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_85.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_86.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_87.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_88.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_89.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_9.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_90.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_91.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_92.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_93.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_94.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_95.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_96.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_97.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_98.json,ok
C:/Users/antarctic polar bear/Desktop/two_hand/train/ok/ok_99.json,ok
